date,Housing Inventory: Price Increased Count Month-Over-Month,state,msa,city
2021-06-01,-18.52,SC,"Charleston-North Charleston, SC",Charleston
2021-07-01,-4.55,SC,"Charleston-North Charleston, SC",Charleston
2021-08-01,104.76,SC,"Charleston-North Charleston, SC",Charleston
2021-09-01,-6.98,SC,"Charleston-North Charleston, SC",Charleston
2021-10-01,-45.0,SC,"Charleston-North Charleston, SC",Charleston
2021-11-01,150.0,SC,"Charleston-North Charleston, SC",Charleston
2017-07-01,12.5,UT,"Ogden-Clearfield, UT",Ogden
2017-08-01,33.33,UT,"Ogden-Clearfield, UT",Ogden
2017-09-01,0.0,UT,"Ogden-Clearfield, UT",Ogden
2017-10-01,-33.33,UT,"Ogden-Clearfield, UT",Ogden
2017-11-01,-12.5,UT,"Ogden-Clearfield, UT",Ogden
2017-12-01,-28.57,UT,"Ogden-Clearfield, UT",Ogden
2018-01-01,60.0,UT,"Ogden-Clearfield, UT",Ogden
2018-02-01,150.0,UT,"Ogden-Clearfield, UT",Ogden
2018-03-01,-10.0,UT,"Ogden-Clearfield, UT",Ogden
2018-04-01,-16.67,UT,"Ogden-Clearfield, UT",Ogden
2018-05-01,100.0,UT,"Ogden-Clearfield, UT",Ogden
2018-06-01,-50.0,UT,"Ogden-Clearfield, UT",Ogden
2018-07-01,-40.0,UT,"Ogden-Clearfield, UT",Ogden
2018-08-01,111.11,UT,"Ogden-Clearfield, UT",Ogden
2018-09-01,-31.58,UT,"Ogden-Clearfield, UT",Ogden
2018-10-01,15.38,UT,"Ogden-Clearfield, UT",Ogden
2018-11-01,-33.33,UT,"Ogden-Clearfield, UT",Ogden
2018-12-01,10.0,UT,"Ogden-Clearfield, UT",Ogden
2019-01-01,-18.18,UT,"Ogden-Clearfield, UT",Ogden
2019-02-01,0.0,UT,"Ogden-Clearfield, UT",Ogden
2019-03-01,55.56,UT,"Ogden-Clearfield, UT",Ogden
2019-04-01,7.14,UT,"Ogden-Clearfield, UT",Ogden
2019-05-01,6.67,UT,"Ogden-Clearfield, UT",Ogden
2019-06-01,-43.75,UT,"Ogden-Clearfield, UT",Ogden
2019-07-01,33.33,UT,"Ogden-Clearfield, UT",Ogden
2019-08-01,175.0,UT,"Ogden-Clearfield, UT",Ogden
2019-09-01,57.58,UT,"Ogden-Clearfield, UT",Ogden
2019-10-01,-86.54,UT,"Ogden-Clearfield, UT",Ogden
2019-11-01,42.86,UT,"Ogden-Clearfield, UT",Ogden
2019-12-01,-50.0,UT,"Ogden-Clearfield, UT",Ogden
2020-01-01,260.0,UT,"Ogden-Clearfield, UT",Ogden
2020-02-01,-5.56,UT,"Ogden-Clearfield, UT",Ogden
2020-03-01,-35.29,UT,"Ogden-Clearfield, UT",Ogden
2020-04-01,-9.09,UT,"Ogden-Clearfield, UT",Ogden
2020-05-01,20.0,UT,"Ogden-Clearfield, UT",Ogden
2020-06-01,8.33,UT,"Ogden-Clearfield, UT",Ogden
2020-07-01,23.08,UT,"Ogden-Clearfield, UT",Ogden
2020-08-01,-6.25,UT,"Ogden-Clearfield, UT",Ogden
2020-09-01,-6.67,UT,"Ogden-Clearfield, UT",Ogden
2020-10-01,-35.71,UT,"Ogden-Clearfield, UT",Ogden
2020-11-01,-55.56,UT,"Ogden-Clearfield, UT",Ogden
2020-12-01,75.0,UT,"Ogden-Clearfield, UT",Ogden
2021-01-01,42.86,UT,"Ogden-Clearfield, UT",Ogden
2021-02-01,-40.0,UT,"Ogden-Clearfield, UT",Ogden
2021-03-01,-33.33,UT,"Ogden-Clearfield, UT",Ogden
2021-04-01,-25.0,UT,"Ogden-Clearfield, UT",Ogden
2021-05-01,66.67,UT,"Ogden-Clearfield, UT",Ogden
2021-06-01,-40.0,UT,"Ogden-Clearfield, UT",Ogden
2021-07-01,100.0,UT,"Ogden-Clearfield, UT",Ogden
2021-08-01,83.33,UT,"Ogden-Clearfield, UT",Ogden
2021-09-01,-45.45,UT,"Ogden-Clearfield, UT",Ogden
2021-10-01,-16.67,UT,"Ogden-Clearfield, UT",Ogden
2021-11-01,60.0,UT,"Ogden-Clearfield, UT",Ogden
2017-07-01,0.0,KS,"Wichita, KS",Wichita
2017-08-01,60.0,KS,"Wichita, KS",Wichita
2017-09-01,25.0,KS,"Wichita, KS",Wichita
2017-10-01,-20.0,KS,"Wichita, KS",Wichita
2017-11-01,-25.0,KS,"Wichita, KS",Wichita
2017-12-01,-16.67,KS,"Wichita, KS",Wichita
2018-01-01,60.0,KS,"Wichita, KS",Wichita
2018-02-01,12.5,KS,"Wichita, KS",Wichita
2018-03-01,11.11,KS,"Wichita, KS",Wichita
2018-04-01,0.0,KS,"Wichita, KS",Wichita
2018-05-01,-20.0,KS,"Wichita, KS",Wichita
2018-06-01,12.5,KS,"Wichita, KS",Wichita
2018-07-01,0.0,KS,"Wichita, KS",Wichita
2018-08-01,-33.33,KS,"Wichita, KS",Wichita
2018-09-01,33.33,KS,"Wichita, KS",Wichita
2018-10-01,25.0,KS,"Wichita, KS",Wichita
2018-11-01,-40.0,KS,"Wichita, KS",Wichita
2018-12-01,-33.33,KS,"Wichita, KS",Wichita
2019-01-01,100.0,KS,"Wichita, KS",Wichita
2019-02-01,-62.5,KS,"Wichita, KS",Wichita
2019-03-01,100.0,KS,"Wichita, KS",Wichita
2019-04-01,33.33,KS,"Wichita, KS",Wichita
2019-05-01,-12.5,KS,"Wichita, KS",Wichita
2019-06-01,14.29,KS,"Wichita, KS",Wichita
2019-07-01,12.5,KS,"Wichita, KS",Wichita
2019-08-01,133.33,KS,"Wichita, KS",Wichita
2019-09-01,57.14,KS,"Wichita, KS",Wichita
2019-10-01,-69.7,KS,"Wichita, KS",Wichita
2019-11-01,-10.0,KS,"Wichita, KS",Wichita
2019-12-01,-44.44,KS,"Wichita, KS",Wichita
2020-01-01,140.0,KS,"Wichita, KS",Wichita
2020-02-01,-50.0,KS,"Wichita, KS",Wichita
2020-03-01,-50.0,KS,"Wichita, KS",Wichita
2020-04-01,200.0,KS,"Wichita, KS",Wichita
2020-05-01,-22.22,KS,"Wichita, KS",Wichita
2020-06-01,0.0,KS,"Wichita, KS",Wichita
2020-07-01,-14.29,KS,"Wichita, KS",Wichita
2020-08-01,116.67,KS,"Wichita, KS",Wichita
2020-09-01,-15.38,KS,"Wichita, KS",Wichita
2020-10-01,-27.27,KS,"Wichita, KS",Wichita
2020-11-01,-25.0,KS,"Wichita, KS",Wichita
2020-12-01,66.67,KS,"Wichita, KS",Wichita
2021-01-01,-40.0,KS,"Wichita, KS",Wichita
2021-02-01,33.33,KS,"Wichita, KS",Wichita
2021-03-01,200.0,KS,"Wichita, KS",Wichita
2021-04-01,-50.0,KS,"Wichita, KS",Wichita
2021-05-01,16.67,KS,"Wichita, KS",Wichita
2021-06-01,-21.43,KS,"Wichita, KS",Wichita
2021-07-01,18.18,KS,"Wichita, KS",Wichita
2021-08-01,0.0,KS,"Wichita, KS",Wichita
2021-09-01,-69.23,KS,"Wichita, KS",Wichita
2021-10-01,175.0,KS,"Wichita, KS",Wichita
2021-11-01,-45.45,KS,"Wichita, KS",Wichita
2017-07-01,-19.12,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2017-08-01,-25.45,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2017-09-01,7.32,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2017-10-01,118.18,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2017-11-01,-53.13,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2017-12-01,-26.67,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2018-01-01,36.36,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2018-02-01,-4.44,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2018-03-01,46.51,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2018-04-01,7.94,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2018-05-01,-11.76,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2018-06-01,50.0,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2018-07-01,-12.22,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2018-08-01,-31.65,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2018-09-01,-29.63,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2018-10-01,44.74,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2018-11-01,-43.64,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2018-12-01,51.61,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2019-01-01,-6.38,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2019-02-01,40.91,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2019-03-01,-8.06,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2019-04-01,8.77,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2019-05-01,-29.03,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2019-06-01,-22.73,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2019-07-01,20.59,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2019-08-01,26.83,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2019-09-01,55.77,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2019-10-01,-60.49,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2019-11-01,53.13,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2019-12-01,-6.12,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2020-01-01,-21.74,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2020-02-01,33.33,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2020-03-01,0.0,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2020-04-01,-18.75,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2020-05-01,17.95,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2020-06-01,119.57,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2020-07-01,-47.52,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2020-08-01,60.38,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2020-09-01,70.59,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2020-10-01,-29.66,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2020-11-01,-50.0,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2020-12-01,125.49,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2021-01-01,21.74,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2021-02-01,14.29,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2021-03-01,3.13,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2021-04-01,4.24,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2021-05-01,-22.09,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2021-06-01,-58.96,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2021-07-01,-10.91,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2021-08-01,-4.08,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2021-09-01,-2.13,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2021-10-01,52.17,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2021-11-01,28.57,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2017-07-01,-7.14,NJ,"Trenton-Princeton, NJ",Trenton
2017-08-01,0.0,NJ,"Trenton-Princeton, NJ",Trenton
2017-09-01,-15.38,NJ,"Trenton-Princeton, NJ",Trenton
2017-10-01,-40.91,NJ,"Trenton-Princeton, NJ",Trenton
2017-11-01,-84.62,NJ,"Trenton-Princeton, NJ",Trenton
2017-12-01,0.0,NJ,"Trenton-Princeton, NJ",Trenton
2018-01-01,0.0,NJ,"Trenton-Princeton, NJ",Trenton
2018-02-01,100.0,NJ,"Trenton-Princeton, NJ",Trenton
2018-03-01,-50.0,NJ,"Trenton-Princeton, NJ",Trenton
2018-04-01,-50.0,NJ,"Trenton-Princeton, NJ",Trenton
2018-05-01,0.0,NJ,"Trenton-Princeton, NJ",Trenton
2018-06-01,500.0,NJ,"Trenton-Princeton, NJ",Trenton
2018-07-01,-16.67,NJ,"Trenton-Princeton, NJ",Trenton
2018-08-01,-60.0,NJ,"Trenton-Princeton, NJ",Trenton
2018-09-01,150.0,NJ,"Trenton-Princeton, NJ",Trenton
2018-10-01,-40.0,NJ,"Trenton-Princeton, NJ",Trenton
2018-11-01,-33.33,NJ,"Trenton-Princeton, NJ",Trenton
2018-12-01,0.0,NJ,"Trenton-Princeton, NJ",Trenton
2019-01-01,0.0,NJ,"Trenton-Princeton, NJ",Trenton
2019-02-01,-100.0,NJ,"Trenton-Princeton, NJ",Trenton
2019-03-01,.,NJ,"Trenton-Princeton, NJ",Trenton
2019-04-01,.,NJ,"Trenton-Princeton, NJ",Trenton
2019-05-01,50.0,NJ,"Trenton-Princeton, NJ",Trenton
2019-06-01,0.0,NJ,"Trenton-Princeton, NJ",Trenton
2019-07-01,0.0,NJ,"Trenton-Princeton, NJ",Trenton
2019-08-01,100.0,NJ,"Trenton-Princeton, NJ",Trenton
2019-09-01,83.33,NJ,"Trenton-Princeton, NJ",Trenton
2019-10-01,-81.82,NJ,"Trenton-Princeton, NJ",Trenton
2019-11-01,-50.0,NJ,"Trenton-Princeton, NJ",Trenton
2019-12-01,100.0,NJ,"Trenton-Princeton, NJ",Trenton
2020-01-01,0.0,NJ,"Trenton-Princeton, NJ",Trenton
2020-02-01,50.0,NJ,"Trenton-Princeton, NJ",Trenton
2020-03-01,-66.67,NJ,"Trenton-Princeton, NJ",Trenton
2020-04-01,100.0,NJ,"Trenton-Princeton, NJ",Trenton
2020-05-01,0.0,NJ,"Trenton-Princeton, NJ",Trenton
2020-06-01,50.0,NJ,"Trenton-Princeton, NJ",Trenton
2020-07-01,133.33,NJ,"Trenton-Princeton, NJ",Trenton
2020-08-01,-14.29,NJ,"Trenton-Princeton, NJ",Trenton
2020-09-01,-50.0,NJ,"Trenton-Princeton, NJ",Trenton
2020-10-01,66.67,NJ,"Trenton-Princeton, NJ",Trenton
2020-11-01,-40.0,NJ,"Trenton-Princeton, NJ",Trenton
2020-12-01,33.33,NJ,"Trenton-Princeton, NJ",Trenton
2021-01-01,-25.0,NJ,"Trenton-Princeton, NJ",Trenton
2021-02-01,100.0,NJ,"Trenton-Princeton, NJ",Trenton
2021-03-01,-16.67,NJ,"Trenton-Princeton, NJ",Trenton
2021-04-01,-20.0,NJ,"Trenton-Princeton, NJ",Trenton
2021-05-01,0.0,NJ,"Trenton-Princeton, NJ",Trenton
2021-06-01,0.0,NJ,"Trenton-Princeton, NJ",Trenton
2021-07-01,50.0,NJ,"Trenton-Princeton, NJ",Trenton
2021-08-01,-16.67,NJ,"Trenton-Princeton, NJ",Trenton
2021-09-01,-60.0,NJ,"Trenton-Princeton, NJ",Trenton
2021-10-01,50.0,NJ,"Trenton-Princeton, NJ",Trenton
2021-11-01,-66.67,NJ,"Trenton-Princeton, NJ",Trenton
2017-07-01,-100.0,NE,"Lincoln, NE",Lincoln
2017-08-01,.,NE,"Lincoln, NE",Lincoln
2017-09-01,33.33,NE,"Lincoln, NE",Lincoln
2017-10-01,-25.0,NE,"Lincoln, NE",Lincoln
2017-11-01,-100.0,NE,"Lincoln, NE",Lincoln
2017-12-01,.,NE,"Lincoln, NE",Lincoln
2018-01-01,50.0,NE,"Lincoln, NE",Lincoln
2018-02-01,0.0,NE,"Lincoln, NE",Lincoln
2018-03-01,0.0,NE,"Lincoln, NE",Lincoln
2018-04-01,-33.33,NE,"Lincoln, NE",Lincoln
2018-05-01,50.0,NE,"Lincoln, NE",Lincoln
2018-06-01,0.0,NE,"Lincoln, NE",Lincoln
2018-07-01,33.33,NE,"Lincoln, NE",Lincoln
2018-08-01,25.0,NE,"Lincoln, NE",Lincoln
2018-09-01,-80.0,NE,"Lincoln, NE",Lincoln
2018-10-01,100.0,NE,"Lincoln, NE",Lincoln
2018-11-01,0.0,NE,"Lincoln, NE",Lincoln
2018-12-01,-50.0,NE,"Lincoln, NE",Lincoln
2019-01-01,100.0,NE,"Lincoln, NE",Lincoln
2019-02-01,-50.0,NE,"Lincoln, NE",Lincoln
2019-03-01,2400.0,NE,"Lincoln, NE",Lincoln
2019-04-01,4.0,NE,"Lincoln, NE",Lincoln
2019-05-01,-80.77,NE,"Lincoln, NE",Lincoln
2019-06-01,-40.0,NE,"Lincoln, NE",Lincoln
2019-07-01,-33.33,NE,"Lincoln, NE",Lincoln
2019-08-01,200.0,NE,"Lincoln, NE",Lincoln
2019-09-01,116.67,NE,"Lincoln, NE",Lincoln
2019-10-01,-69.23,NE,"Lincoln, NE",Lincoln
2019-11-01,-50.0,NE,"Lincoln, NE",Lincoln
2019-12-01,0.0,NE,"Lincoln, NE",Lincoln
2020-01-01,0.0,NE,"Lincoln, NE",Lincoln
2020-02-01,50.0,NE,"Lincoln, NE",Lincoln
2020-03-01,0.0,NE,"Lincoln, NE",Lincoln
2020-04-01,33.33,NE,"Lincoln, NE",Lincoln
2020-05-01,0.0,NE,"Lincoln, NE",Lincoln
2020-06-01,-25.0,NE,"Lincoln, NE",Lincoln
2020-07-01,33.33,NE,"Lincoln, NE",Lincoln
2020-08-01,75.0,NE,"Lincoln, NE",Lincoln
2020-09-01,-28.57,NE,"Lincoln, NE",Lincoln
2020-10-01,-20.0,NE,"Lincoln, NE",Lincoln
2020-11-01,0.0,NE,"Lincoln, NE",Lincoln
2020-12-01,-75.0,NE,"Lincoln, NE",Lincoln
2021-01-01,700.0,NE,"Lincoln, NE",Lincoln
2021-02-01,12.5,NE,"Lincoln, NE",Lincoln
2021-03-01,44.44,NE,"Lincoln, NE",Lincoln
2021-04-01,-15.38,NE,"Lincoln, NE",Lincoln
2021-05-01,36.36,NE,"Lincoln, NE",Lincoln
2021-06-01,-73.33,NE,"Lincoln, NE",Lincoln
2021-07-01,-25.0,NE,"Lincoln, NE",Lincoln
2021-08-01,0.0,NE,"Lincoln, NE",Lincoln
2021-09-01,-33.33,NE,"Lincoln, NE",Lincoln
2021-10-01,50.0,NE,"Lincoln, NE",Lincoln
2021-11-01,0.0,NE,"Lincoln, NE",Lincoln
2017-07-01,11.11,IL,"Rockford, IL",Rockford
2017-08-01,10.0,IL,"Rockford, IL",Rockford
2017-09-01,-18.18,IL,"Rockford, IL",Rockford
2017-10-01,-22.22,IL,"Rockford, IL",Rockford
2017-11-01,-14.29,IL,"Rockford, IL",Rockford
2017-12-01,0.0,IL,"Rockford, IL",Rockford
2018-01-01,0.0,IL,"Rockford, IL",Rockford
2018-02-01,0.0,IL,"Rockford, IL",Rockford
2018-03-01,100.0,IL,"Rockford, IL",Rockford
2018-04-01,-8.33,IL,"Rockford, IL",Rockford
2018-05-01,0.0,IL,"Rockford, IL",Rockford
2018-06-01,36.36,IL,"Rockford, IL",Rockford
2018-07-01,-13.33,IL,"Rockford, IL",Rockford
2018-08-01,-15.38,IL,"Rockford, IL",Rockford
2018-09-01,-54.55,IL,"Rockford, IL",Rockford
2018-10-01,60.0,IL,"Rockford, IL",Rockford
2018-11-01,-12.5,IL,"Rockford, IL",Rockford
2018-12-01,0.0,IL,"Rockford, IL",Rockford
2019-01-01,-57.14,IL,"Rockford, IL",Rockford
2019-02-01,133.33,IL,"Rockford, IL",Rockford
2019-03-01,14.29,IL,"Rockford, IL",Rockford
2019-04-01,-62.5,IL,"Rockford, IL",Rockford
2019-05-01,0.0,IL,"Rockford, IL",Rockford
2019-06-01,33.33,IL,"Rockford, IL",Rockford
2019-07-01,-25.0,IL,"Rockford, IL",Rockford
2019-08-01,533.33,IL,"Rockford, IL",Rockford
2019-09-01,21.05,IL,"Rockford, IL",Rockford
2019-10-01,-95.65,IL,"Rockford, IL",Rockford
2019-11-01,100.0,IL,"Rockford, IL",Rockford
2019-12-01,0.0,IL,"Rockford, IL",Rockford
2020-01-01,0.0,IL,"Rockford, IL",Rockford
2020-02-01,0.0,IL,"Rockford, IL",Rockford
2020-03-01,-100.0,IL,"Rockford, IL",Rockford
2020-04-01,.,IL,"Rockford, IL",Rockford
2020-05-01,.,IL,"Rockford, IL",Rockford
2020-06-01,-50.0,IL,"Rockford, IL",Rockford
2020-07-01,100.0,IL,"Rockford, IL",Rockford
2020-08-01,100.0,IL,"Rockford, IL",Rockford
2020-09-01,-25.0,IL,"Rockford, IL",Rockford
2020-10-01,-66.67,IL,"Rockford, IL",Rockford
2020-11-01,100.0,IL,"Rockford, IL",Rockford
2020-12-01,0.0,IL,"Rockford, IL",Rockford
2021-01-01,50.0,IL,"Rockford, IL",Rockford
2021-02-01,-66.67,IL,"Rockford, IL",Rockford
2021-03-01,0.0,IL,"Rockford, IL",Rockford
2021-04-01,100.0,IL,"Rockford, IL",Rockford
2021-05-01,100.0,IL,"Rockford, IL",Rockford
2021-06-01,-75.0,IL,"Rockford, IL",Rockford
2021-07-01,0.0,IL,"Rockford, IL",Rockford
2021-08-01,300.0,IL,"Rockford, IL",Rockford
2021-09-01,-50.0,IL,"Rockford, IL",Rockford
2021-10-01,-100.0,IL,"Rockford, IL",Rockford
2017-07-01,20.0,WA,"Kennewick-Richland, WA",Kennewick
2017-08-01,33.33,WA,"Kennewick-Richland, WA",Kennewick
2017-09-01,-25.0,WA,"Kennewick-Richland, WA",Kennewick
2017-10-01,33.33,WA,"Kennewick-Richland, WA",Kennewick
2017-11-01,0.0,WA,"Kennewick-Richland, WA",Kennewick
2017-12-01,-62.5,WA,"Kennewick-Richland, WA",Kennewick
2018-01-01,433.33,WA,"Kennewick-Richland, WA",Kennewick
2018-02-01,-31.25,WA,"Kennewick-Richland, WA",Kennewick
2018-03-01,63.64,WA,"Kennewick-Richland, WA",Kennewick
2018-04-01,-38.89,WA,"Kennewick-Richland, WA",Kennewick
2018-05-01,-36.36,WA,"Kennewick-Richland, WA",Kennewick
2018-06-01,28.57,WA,"Kennewick-Richland, WA",Kennewick
2018-07-01,-11.11,WA,"Kennewick-Richland, WA",Kennewick
2018-08-01,-12.5,WA,"Kennewick-Richland, WA",Kennewick
2018-09-01,0.0,WA,"Kennewick-Richland, WA",Kennewick
2018-10-01,14.29,WA,"Kennewick-Richland, WA",Kennewick
2018-11-01,-75.0,WA,"Kennewick-Richland, WA",Kennewick
2018-12-01,100.0,WA,"Kennewick-Richland, WA",Kennewick
2019-01-01,50.0,WA,"Kennewick-Richland, WA",Kennewick
2019-02-01,16.67,WA,"Kennewick-Richland, WA",Kennewick
2019-03-01,42.86,WA,"Kennewick-Richland, WA",Kennewick
2019-04-01,-20.0,WA,"Kennewick-Richland, WA",Kennewick
2019-05-01,-12.5,WA,"Kennewick-Richland, WA",Kennewick
2019-06-01,-71.43,WA,"Kennewick-Richland, WA",Kennewick
2019-07-01,0.0,WA,"Kennewick-Richland, WA",Kennewick
2019-08-01,300.0,WA,"Kennewick-Richland, WA",Kennewick
2019-09-01,100.0,WA,"Kennewick-Richland, WA",Kennewick
2019-10-01,-62.5,WA,"Kennewick-Richland, WA",Kennewick
2019-11-01,-50.0,WA,"Kennewick-Richland, WA",Kennewick
2019-12-01,33.33,WA,"Kennewick-Richland, WA",Kennewick
2020-01-01,75.0,WA,"Kennewick-Richland, WA",Kennewick
2020-02-01,42.86,WA,"Kennewick-Richland, WA",Kennewick
2020-03-01,0.0,WA,"Kennewick-Richland, WA",Kennewick
2020-04-01,-70.0,WA,"Kennewick-Richland, WA",Kennewick
2020-05-01,33.33,WA,"Kennewick-Richland, WA",Kennewick
2020-06-01,100.0,WA,"Kennewick-Richland, WA",Kennewick
2020-07-01,-25.0,WA,"Kennewick-Richland, WA",Kennewick
2020-08-01,16.67,WA,"Kennewick-Richland, WA",Kennewick
2020-09-01,100.0,WA,"Kennewick-Richland, WA",Kennewick
2020-10-01,-50.0,WA,"Kennewick-Richland, WA",Kennewick
2020-11-01,-28.57,WA,"Kennewick-Richland, WA",Kennewick
2020-12-01,100.0,WA,"Kennewick-Richland, WA",Kennewick
2021-01-01,-10.0,WA,"Kennewick-Richland, WA",Kennewick
2021-02-01,11.11,WA,"Kennewick-Richland, WA",Kennewick
2021-03-01,10.0,WA,"Kennewick-Richland, WA",Kennewick
2021-04-01,-45.45,WA,"Kennewick-Richland, WA",Kennewick
2021-05-01,16.67,WA,"Kennewick-Richland, WA",Kennewick
2021-06-01,-42.86,WA,"Kennewick-Richland, WA",Kennewick
2021-07-01,0.0,WA,"Kennewick-Richland, WA",Kennewick
2021-08-01,-25.0,WA,"Kennewick-Richland, WA",Kennewick
2021-09-01,-33.33,WA,"Kennewick-Richland, WA",Kennewick
2021-10-01,0.0,WA,"Kennewick-Richland, WA",Kennewick
2021-11-01,100.0,WA,"Kennewick-Richland, WA",Kennewick
2017-07-01,20.0,VA,"Charlottesville, VA",Charlottesville
2017-08-01,0.0,VA,"Charlottesville, VA",Charlottesville
2017-09-01,66.67,VA,"Charlottesville, VA",Charlottesville
2017-10-01,20.0,VA,"Charlottesville, VA",Charlottesville
2017-11-01,16.67,VA,"Charlottesville, VA",Charlottesville
2017-12-01,35.71,VA,"Charlottesville, VA",Charlottesville
2018-01-01,-42.11,VA,"Charlottesville, VA",Charlottesville
2018-02-01,27.27,VA,"Charlottesville, VA",Charlottesville
2018-03-01,50.0,VA,"Charlottesville, VA",Charlottesville
2018-04-01,23.81,VA,"Charlottesville, VA",Charlottesville
2018-05-01,7.69,VA,"Charlottesville, VA",Charlottesville
2018-06-01,-3.57,VA,"Charlottesville, VA",Charlottesville
2018-07-01,-22.22,VA,"Charlottesville, VA",Charlottesville
2018-08-01,4.76,VA,"Charlottesville, VA",Charlottesville
2018-09-01,-4.55,VA,"Charlottesville, VA",Charlottesville
2018-10-01,-33.33,VA,"Charlottesville, VA",Charlottesville
2018-11-01,14.29,VA,"Charlottesville, VA",Charlottesville
2018-12-01,-25.0,VA,"Charlottesville, VA",Charlottesville
2019-01-01,8.33,VA,"Charlottesville, VA",Charlottesville
2019-02-01,7.69,VA,"Charlottesville, VA",Charlottesville
2019-03-01,0.0,VA,"Charlottesville, VA",Charlottesville
2019-04-01,-7.14,VA,"Charlottesville, VA",Charlottesville
2019-05-01,-69.23,VA,"Charlottesville, VA",Charlottesville
2019-06-01,175.0,VA,"Charlottesville, VA",Charlottesville
2019-07-01,-45.45,VA,"Charlottesville, VA",Charlottesville
