date,Housing Inventory: New Listing Count,state,msa,city
2016-07-01,19448.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2016-08-01,16680.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2016-09-01,20160.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2016-10-01,17604.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2016-11-01,16944.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2016-12-01,10660.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-01-01,16364.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-02-01,19740.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-03-01,23932.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-04-01,25420.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-05-01,27832.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-06-01,24496.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-07-01,21952.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-08-01,20880.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-09-01,20340.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-10-01,20660.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-11-01,16768.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-12-01,11540.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-01-01,17108.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-02-01,20920.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-03-01,22904.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-04-01,28476.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-05-01,29160.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-06-01,25740.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-07-01,23332.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-08-01,21536.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-09-01,24296.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-10-01,21904.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-11-01,18120.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-12-01,12736.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-01-01,19864.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-02-01,20016.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-03-01,24472.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-04-01,28940.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-05-01,31008.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-06-01,26904.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-07-01,22324.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-08-01,24556.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-09-01,25752.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-10-01,20528.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-11-01,17748.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-12-01,10276.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-01-01,19068.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-02-01,21800.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-03-01,20372.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-04-01,8396.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-05-01,18320.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-06-01,26540.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-07-01,27708.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-08-01,26828.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-09-01,27224.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-10-01,26288.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-11-01,18368.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-12-01,12492.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-01-01,17232.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-02-01,15940.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-03-01,22228.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-04-01,25460.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-05-01,26800.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-06-01,26256.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-07-01,23384.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-08-01,24204.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-09-01,23792.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-10-01,21444.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-11-01,17124.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-07-01,-10.39,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-08-01,-4.88,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-09-01,-2.59,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-10-01,1.57,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-11-01,-18.84,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-12-01,-31.18,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-01-01,48.25,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-02-01,22.28,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-03-01,9.48,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-04-01,24.33,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-05-01,2.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-06-01,-11.73,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-07-01,-9.36,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-08-01,-7.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-09-01,12.82,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-10-01,-9.85,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-11-01,-17.28,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-12-01,-29.71,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-01-01,55.97,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-02-01,0.77,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-03-01,22.26,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-04-01,18.26,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-05-01,7.15,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-06-01,-13.24,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-07-01,-17.02,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-08-01,10.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-09-01,4.87,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-10-01,-20.29,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-11-01,-13.54,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-12-01,-42.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-01-01,85.56,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-02-01,14.33,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-03-01,-6.55,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-04-01,-58.79,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-05-01,118.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-06-01,44.87,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-07-01,4.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-08-01,-3.18,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-09-01,1.48,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-10-01,-3.44,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-11-01,-30.13,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-12-01,-31.99,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-01-01,37.94,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-02-01,-7.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-03-01,39.45,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-04-01,14.54,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-05-01,5.26,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-06-01,-2.03,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-07-01,-10.94,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-08-01,3.51,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-09-01,-1.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-10-01,-9.87,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-11-01,-20.15,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-07-01,12.88,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-08-01,25.18,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-09-01,0.89,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-10-01,17.36,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-11-01,-1.04,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-12-01,8.26,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-01-01,4.55,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-02-01,5.98,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-03-01,-4.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-04-01,12.02,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-05-01,4.77,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-06-01,5.08,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-07-01,6.29,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-08-01,3.14,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-09-01,19.45,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-10-01,6.02,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-11-01,8.06,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-12-01,10.36,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-01-01,16.11,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-02-01,-4.32,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-03-01,6.85,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-04-01,1.63,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-05-01,6.34,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-06-01,4.52,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-07-01,-4.32,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-08-01,14.02,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-09-01,5.99,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-10-01,-6.28,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-11-01,-2.05,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-12-01,-19.32,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-01-01,-4.01,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-02-01,8.91,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-03-01,-16.75,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-04-01,-70.99,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-05-01,-40.92,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-06-01,-1.35,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-07-01,24.12,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-08-01,9.25,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-09-01,5.72,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-10-01,28.06,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-11-01,3.49,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-12-01,21.56,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-01-01,-9.63,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-02-01,-26.88,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-03-01,9.11,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-04-01,203.24,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-05-01,46.29,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-06-01,-1.07,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-07-01,-15.61,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-08-01,-9.78,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-09-01,-12.61,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-10-01,-18.43,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2021-11-01,-6.77,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2016-07-01,16644.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2016-08-01,15300.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2016-09-01,15364.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2016-10-01,13076.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2016-11-01,10616.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2016-12-01,6696.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-01-01,11956.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-02-01,15428.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-03-01,17392.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-04-01,17336.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-05-01,18216.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-06-01,18372.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-07-01,17284.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-08-01,16200.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-09-01,14764.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-10-01,13376.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-11-01,11144.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-12-01,7220.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-01-01,11752.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-02-01,13620.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-03-01,17648.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-04-01,18436.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-05-01,19680.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-06-01,19304.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-07-01,18600.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-08-01,17228.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-09-01,17064.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-10-01,15108.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-11-01,11836.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-12-01,7804.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-01-01,12388.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-02-01,14620.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-03-01,17192.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-04-01,20260.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-05-01,19728.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-06-01,20676.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-07-01,18760.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-08-01,18036.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-09-01,17176.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-10-01,15428.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-11-01,10940.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-12-01,7580.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-01-01,12832.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-02-01,14840.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-03-01,15472.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-04-01,9480.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-05-01,13716.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-06-01,16564.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-07-01,16748.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-08-01,16424.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-09-01,15908.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-10-01,14192.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-11-01,10704.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-12-01,7540.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-01-01,9972.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-02-01,9608.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-03-01,11992.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-04-01,13920.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-05-01,14868.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-06-01,17080.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-07-01,16772.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-08-01,15624.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-09-01,14756.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-10-01,12976.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-11-01,9964.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-07-01,-5.92,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-08-01,-6.27,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-09-01,-8.86,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-10-01,-9.4,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-11-01,-16.69,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-12-01,-35.21,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-01-01,62.77,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-02-01,15.9,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-03-01,29.57,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-04-01,4.47,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-05-01,6.75,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-06-01,-1.91,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-07-01,-3.65,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-08-01,-7.38,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-09-01,-0.95,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-10-01,-11.46,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-11-01,-21.66,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-12-01,-34.07,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-01-01,58.74,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-02-01,18.02,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-03-01,17.59,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-04-01,17.85,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-05-01,-2.63,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-06-01,4.81,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-07-01,-9.27,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-08-01,-3.86,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-09-01,-4.77,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-10-01,-10.18,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-11-01,-29.09,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-12-01,-30.71,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-01-01,69.29,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-02-01,15.65,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-03-01,4.26,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-04-01,-38.73,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-05-01,44.68,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-06-01,20.76,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-07-01,1.11,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-08-01,-1.93,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-09-01,-3.14,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-10-01,-10.79,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-11-01,-24.58,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-12-01,-29.56,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-01-01,32.25,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-02-01,-3.65,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-03-01,24.81,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-04-01,16.08,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-05-01,6.81,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-06-01,14.88,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-07-01,-1.8,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-08-01,-6.84,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-09-01,-5.56,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-10-01,-12.06,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2021-11-01,-23.21,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-07-01,3.85,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-08-01,5.88,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-09-01,-3.91,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-10-01,2.29,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-11-01,4.97,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-12-01,7.83,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-01-01,-1.71,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-02-01,-11.72,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-03-01,1.47,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-04-01,6.35,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-05-01,8.04,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-06-01,5.07,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-07-01,7.61,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-08-01,6.35,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-09-01,15.58,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-10-01,12.95,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-11-01,6.21,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-12-01,8.09,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-01-01,5.41,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-02-01,7.34,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-03-01,-2.58,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-04-01,9.89,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-05-01,0.24,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-06-01,7.11,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-07-01,0.86,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-08-01,4.69,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-09-01,0.66,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-10-01,2.12,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-11-01,-7.57,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-12-01,-2.87,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-01-01,3.58,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-02-01,1.5,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-03-01,-10.0,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-04-01,-53.21,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2020-05-01,-30.47,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
