date,Housing Inventory: Active Listing Count,state,msa,city
2019-06-01,13857.0,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-07-01,15141.0,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-08-01,15754.0,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-09-01,16121.0,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-10-01,15975.0,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-11-01,14923.0,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-12-01,13067.0,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-01-01,11700.0,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-02-01,10745.0,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-03-01,10285.0,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-04-01,9984.0,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-05-01,10708.0,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-06-01,10239.0,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-07-01,9825.0,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-08-01,9338.0,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-09-01,9033.0,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-10-01,8406.0,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-11-01,7714.0,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-12-01,6749.0,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-01-01,5642.0,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-02-01,4705.0,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-03-01,4548.0,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-04-01,4651.0,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-05-01,5253.0,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-06-01,6498.0,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-07-01,7033.0,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-08-01,7884.0,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-09-01,8067.0,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-10-01,7805.0,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-11-01,7238.0,MI,"Detroit-Warren-Dearborn, MI",Detroit
2017-07-01,8.11,MI,"Detroit-Warren-Dearborn, MI",Detroit
2017-08-01,10.47,MI,"Detroit-Warren-Dearborn, MI",Detroit
2017-09-01,0.23,MI,"Detroit-Warren-Dearborn, MI",Detroit
2017-10-01,-3.14,MI,"Detroit-Warren-Dearborn, MI",Detroit
2017-11-01,-7.02,MI,"Detroit-Warren-Dearborn, MI",Detroit
2017-12-01,-10.85,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-01-01,-11.35,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-02-01,-6.39,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-03-01,-2.01,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-04-01,4.43,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-05-01,10.1,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-06-01,11.41,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-07-01,10.37,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-08-01,9.91,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-09-01,4.42,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-10-01,-0.44,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-11-01,-2.62,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-12-01,-8.63,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-01-01,-8.01,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-02-01,-5.49,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-03-01,-2.26,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-04-01,-0.07,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-05-01,9.06,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-06-01,10.79,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-07-01,9.27,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-08-01,4.05,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-09-01,2.33,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-10-01,-0.91,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-11-01,-6.59,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-12-01,-12.44,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-01-01,-10.46,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-02-01,-8.16,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-03-01,-4.28,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-04-01,-2.93,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-05-01,7.25,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-06-01,-4.38,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-07-01,-4.04,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-08-01,-4.96,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-09-01,-3.27,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-10-01,-6.94,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-11-01,-8.23,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-12-01,-12.51,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-01-01,-16.4,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-02-01,-16.61,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-03-01,-3.34,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-04-01,2.26,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-05-01,12.94,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-06-01,23.7,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-07-01,8.23,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-08-01,12.1,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-09-01,2.32,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-10-01,-3.25,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-11-01,-7.26,MI,"Detroit-Warren-Dearborn, MI",Detroit
2017-07-01,-18.28,MI,"Detroit-Warren-Dearborn, MI",Detroit
2017-08-01,-12.9,MI,"Detroit-Warren-Dearborn, MI",Detroit
2017-09-01,-11.03,MI,"Detroit-Warren-Dearborn, MI",Detroit
2017-10-01,-8.91,MI,"Detroit-Warren-Dearborn, MI",Detroit
2017-11-01,-8.94,MI,"Detroit-Warren-Dearborn, MI",Detroit
2017-12-01,-7.66,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-01-01,-8.61,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-02-01,-10.58,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-03-01,-8.94,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-04-01,-4.5,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-05-01,-2.13,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-06-01,0.1,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-07-01,2.19,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-08-01,1.68,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-09-01,5.93,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-10-01,8.89,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-11-01,14.04,MI,"Detroit-Warren-Dearborn, MI",Detroit
2018-12-01,16.88,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-01-01,21.29,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-02-01,22.47,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-03-01,22.16,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-04-01,16.9,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-05-01,15.79,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-06-01,15.14,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-07-01,13.99,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-08-01,7.9,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-09-01,5.74,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-10-01,5.24,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-11-01,0.95,MI,"Detroit-Warren-Dearborn, MI",Detroit
2019-12-01,-3.25,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-01-01,-5.83,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-02-01,-8.49,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-03-01,-10.39,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-04-01,-12.95,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-05-01,-14.39,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-06-01,-26.11,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-07-01,-35.11,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-08-01,-40.73,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-09-01,-43.97,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-10-01,-47.38,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-11-01,-48.31,MI,"Detroit-Warren-Dearborn, MI",Detroit
2020-12-01,-48.35,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-01-01,-51.78,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-02-01,-56.21,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-03-01,-55.78,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-04-01,-53.42,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-05-01,-50.94,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-06-01,-36.54,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-07-01,-28.42,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-08-01,-15.57,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-09-01,-10.69,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-10-01,-7.15,MI,"Detroit-Warren-Dearborn, MI",Detroit
2021-11-01,-6.17,MI,"Detroit-Warren-Dearborn, MI",Detroit
2016-07-01,9055.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2016-08-01,9074.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2016-09-01,8720.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2016-10-01,8506.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2016-11-01,8122.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2016-12-01,7306.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2017-01-01,6665.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2017-02-01,6416.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2017-03-01,6309.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2017-04-01,6296.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2017-05-01,6448.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2017-06-01,6870.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2017-07-01,7246.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2017-08-01,7374.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2017-09-01,7379.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2017-10-01,7331.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2017-11-01,7027.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2017-12-01,6272.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-01-01,5545.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-02-01,5321.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-03-01,5115.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-04-01,5275.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-05-01,5562.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-06-01,6073.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-07-01,6524.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-08-01,6805.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-09-01,6996.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-10-01,7095.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-11-01,6981.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-12-01,6337.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-01-01,5724.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-02-01,5273.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-03-01,5196.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-04-01,5212.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-05-01,5409.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-06-01,5499.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-07-01,5643.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-08-01,5676.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-09-01,5643.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-10-01,5769.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-11-01,5480.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-12-01,4856.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-01-01,4327.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-02-01,3771.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-03-01,3633.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-04-01,3728.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-05-01,3590.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-06-01,3282.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-07-01,3013.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-08-01,3022.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-09-01,3116.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-10-01,3188.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-11-01,3109.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-12-01,2732.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2021-01-01,2269.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2021-02-01,1830.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2021-03-01,1786.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2021-04-01,1701.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2021-05-01,1879.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2021-06-01,2129.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2021-07-01,2486.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2021-08-01,2924.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2021-09-01,2975.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2021-10-01,2824.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2021-11-01,2604.0,OH,"Cincinnati, OH-KY-IN",Cincinnati
2017-07-01,5.47,OH,"Cincinnati, OH-KY-IN",Cincinnati
2017-08-01,1.77,OH,"Cincinnati, OH-KY-IN",Cincinnati
2017-09-01,0.07,OH,"Cincinnati, OH-KY-IN",Cincinnati
2017-10-01,-0.65,OH,"Cincinnati, OH-KY-IN",Cincinnati
2017-11-01,-4.15,OH,"Cincinnati, OH-KY-IN",Cincinnati
2017-12-01,-10.74,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-01-01,-11.59,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-02-01,-4.04,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-03-01,-3.87,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-04-01,3.13,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-05-01,5.44,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-06-01,9.19,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-07-01,7.43,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-08-01,4.31,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-09-01,2.81,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-10-01,1.42,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-11-01,-1.61,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-12-01,-9.23,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-01-01,-9.67,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-02-01,-7.88,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-03-01,-1.46,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-04-01,0.31,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-05-01,3.78,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-06-01,1.66,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-07-01,2.62,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-08-01,0.58,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-09-01,-0.58,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-10-01,2.23,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-11-01,-5.01,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-12-01,-11.39,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-01-01,-10.89,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-02-01,-12.85,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-03-01,-3.66,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-04-01,2.61,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-05-01,-3.7,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-06-01,-8.58,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-07-01,-8.2,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-08-01,0.3,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-09-01,3.11,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-10-01,2.31,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-11-01,-2.48,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-12-01,-12.13,OH,"Cincinnati, OH-KY-IN",Cincinnati
2021-01-01,-16.95,OH,"Cincinnati, OH-KY-IN",Cincinnati
2021-02-01,-19.35,OH,"Cincinnati, OH-KY-IN",Cincinnati
2021-03-01,-2.4,OH,"Cincinnati, OH-KY-IN",Cincinnati
2021-04-01,-4.76,OH,"Cincinnati, OH-KY-IN",Cincinnati
2021-05-01,10.46,OH,"Cincinnati, OH-KY-IN",Cincinnati
2021-06-01,13.3,OH,"Cincinnati, OH-KY-IN",Cincinnati
2021-07-01,16.77,OH,"Cincinnati, OH-KY-IN",Cincinnati
2021-08-01,17.62,OH,"Cincinnati, OH-KY-IN",Cincinnati
2021-09-01,1.74,OH,"Cincinnati, OH-KY-IN",Cincinnati
2021-10-01,-5.08,OH,"Cincinnati, OH-KY-IN",Cincinnati
2021-11-01,-7.79,OH,"Cincinnati, OH-KY-IN",Cincinnati
2017-07-01,-19.98,OH,"Cincinnati, OH-KY-IN",Cincinnati
2017-08-01,-18.73,OH,"Cincinnati, OH-KY-IN",Cincinnati
2017-09-01,-15.38,OH,"Cincinnati, OH-KY-IN",Cincinnati
2017-10-01,-13.81,OH,"Cincinnati, OH-KY-IN",Cincinnati
2017-11-01,-13.48,OH,"Cincinnati, OH-KY-IN",Cincinnati
2017-12-01,-14.15,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-01-01,-16.8,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-02-01,-17.07,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-03-01,-18.93,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-04-01,-16.22,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-05-01,-13.74,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-06-01,-11.6,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-07-01,-9.96,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-08-01,-7.72,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-09-01,-5.19,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-10-01,-3.22,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-11-01,-0.65,OH,"Cincinnati, OH-KY-IN",Cincinnati
2018-12-01,1.04,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-01-01,3.23,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-02-01,-0.9,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-03-01,1.58,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-04-01,-1.19,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-05-01,-2.75,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-06-01,-9.45,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-07-01,-13.5,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-08-01,-16.59,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-09-01,-19.34,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-10-01,-18.69,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-11-01,-21.5,OH,"Cincinnati, OH-KY-IN",Cincinnati
2019-12-01,-23.37,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-01-01,-24.41,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-02-01,-28.48,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-03-01,-30.08,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-04-01,-28.47,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-05-01,-33.63,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-06-01,-40.32,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-07-01,-46.61,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-08-01,-46.76,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-09-01,-44.78,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-10-01,-44.74,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-11-01,-43.27,OH,"Cincinnati, OH-KY-IN",Cincinnati
2020-12-01,-43.74,OH,"Cincinnati, OH-KY-IN",Cincinnati
2021-01-01,-47.56,OH,"Cincinnati, OH-KY-IN",Cincinnati
2021-02-01,-51.47,OH,"Cincinnati, OH-KY-IN",Cincinnati
2021-03-01,-50.84,OH,"Cincinnati, OH-KY-IN",Cincinnati
2021-04-01,-54.37,OH,"Cincinnati, OH-KY-IN",Cincinnati
2021-05-01,-47.66,OH,"Cincinnati, OH-KY-IN",Cincinnati
2021-06-01,-35.13,OH,"Cincinnati, OH-KY-IN",Cincinnati
2021-07-01,-17.49,OH,"Cincinnati, OH-KY-IN",Cincinnati
2021-08-01,-3.24,OH,"Cincinnati, OH-KY-IN",Cincinnati
2021-09-01,-4.53,OH,"Cincinnati, OH-KY-IN",Cincinnati
2021-10-01,-11.42,OH,"Cincinnati, OH-KY-IN",Cincinnati
2021-11-01,-16.24,OH,"Cincinnati, OH-KY-IN",Cincinnati
2016-07-01,4733.0,SC,"Charleston-North Charleston, SC",Charleston
2016-08-01,4720.0,SC,"Charleston-North Charleston, SC",Charleston
2016-09-01,4737.0,SC,"Charleston-North Charleston, SC",Charleston
2016-10-01,4692.0,SC,"Charleston-North Charleston, SC",Charleston
2016-11-01,4576.0,SC,"Charleston-North Charleston, SC",Charleston
2016-12-01,4353.0,SC,"Charleston-North Charleston, SC",Charleston
2017-01-01,4136.0,SC,"Charleston-North Charleston, SC",Charleston
2017-02-01,4153.0,SC,"Charleston-North Charleston, SC",Charleston
2017-03-01,4377.0,SC,"Charleston-North Charleston, SC",Charleston
2017-04-01,4573.0,SC,"Charleston-North Charleston, SC",Charleston
2017-05-01,4700.0,SC,"Charleston-North Charleston, SC",Charleston
2017-06-01,4725.0,SC,"Charleston-North Charleston, SC",Charleston
2017-07-01,4747.0,SC,"Charleston-North Charleston, SC",Charleston
2017-08-01,4672.0,SC,"Charleston-North Charleston, SC",Charleston
2017-09-01,4658.0,SC,"Charleston-North Charleston, SC",Charleston
2017-10-01,4714.0,SC,"Charleston-North Charleston, SC",Charleston
2017-11-01,4637.0,SC,"Charleston-North Charleston, SC",Charleston
2017-12-01,4354.0,SC,"Charleston-North Charleston, SC",Charleston
2018-01-01,4117.0,SC,"Charleston-North Charleston, SC",Charleston
2018-02-01,4190.0,SC,"Charleston-North Charleston, SC",Charleston
2018-03-01,4335.0,SC,"Charleston-North Charleston, SC",Charleston
2018-04-01,4463.0,SC,"Charleston-North Charleston, SC",Charleston
2018-05-01,4544.0,SC,"Charleston-North Charleston, SC",Charleston
2018-06-01,4632.0,SC,"Charleston-North Charleston, SC",Charleston
2018-07-01,4674.0,SC,"Charleston-North Charleston, SC",Charleston
2018-08-01,4664.0,SC,"Charleston-North Charleston, SC",Charleston
2018-09-01,4757.0,SC,"Charleston-North Charleston, SC",Charleston
2018-10-01,4902.0,SC,"Charleston-North Charleston, SC",Charleston
2018-11-01,4959.0,SC,"Charleston-North Charleston, SC",Charleston
2018-12-01,4684.0,SC,"Charleston-North Charleston, SC",Charleston
2019-01-01,4514.0,SC,"Charleston-North Charleston, SC",Charleston
2019-02-01,4609.0,SC,"Charleston-North Charleston, SC",Charleston
2019-03-01,4715.0,SC,"Charleston-North Charleston, SC",Charleston
2019-04-01,4869.0,SC,"Charleston-North Charleston, SC",Charleston
2019-05-01,4897.0,SC,"Charleston-North Charleston, SC",Charleston
2019-06-01,4880.0,SC,"Charleston-North Charleston, SC",Charleston
2019-07-01,4834.0,SC,"Charleston-North Charleston, SC",Charleston
2019-08-01,4695.0,SC,"Charleston-North Charleston, SC",Charleston
2019-09-01,4627.0,SC,"Charleston-North Charleston, SC",Charleston
2019-10-01,4654.0,SC,"Charleston-North Charleston, SC",Charleston
2019-11-01,4547.0,SC,"Charleston-North Charleston, SC",Charleston
2019-12-01,4250.0,SC,"Charleston-North Charleston, SC",Charleston
2020-01-01,3923.0,SC,"Charleston-North Charleston, SC",Charleston
2020-02-01,3912.0,SC,"Charleston-North Charleston, SC",Charleston
2020-03-01,3994.0,SC,"Charleston-North Charleston, SC",Charleston
2020-04-01,4061.0,SC,"Charleston-North Charleston, SC",Charleston
2020-05-01,3899.0,SC,"Charleston-North Charleston, SC",Charleston
2020-06-01,3592.0,SC,"Charleston-North Charleston, SC",Charleston
2020-07-01,3276.0,SC,"Charleston-North Charleston, SC",Charleston
2020-08-01,3038.0,SC,"Charleston-North Charleston, SC",Charleston
2020-09-01,2775.0,SC,"Charleston-North Charleston, SC",Charleston
2020-10-01,2681.0,SC,"Charleston-North Charleston, SC",Charleston
2020-11-01,2456.0,SC,"Charleston-North Charleston, SC",Charleston
2020-12-01,2182.0,SC,"Charleston-North Charleston, SC",Charleston
2021-01-01,1781.0,SC,"Charleston-North Charleston, SC",Charleston
2021-02-01,1350.0,SC,"Charleston-North Charleston, SC",Charleston
2021-03-01,1223.0,SC,"Charleston-North Charleston, SC",Charleston
2021-04-01,1137.0,SC,"Charleston-North Charleston, SC",Charleston
2021-05-01,1094.0,SC,"Charleston-North Charleston, SC",Charleston
