date,Housing Inventory: Median Days on Market Month-Over-Month,state,msa,city,title,id,frequency,seasonal_adjustment
2019-09-01,9.6153846,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Median Days on Market Month-Over-Month in Charleston-North Charleston, SC (CBSA)",MEDDAYONMARMM16700,Monthly,Not Seasonally Adjusted
2019-10-01,-1.754386,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Median Days on Market Month-Over-Month in Charleston-North Charleston, SC (CBSA)",MEDDAYONMARMM16700,Monthly,Not Seasonally Adjusted
2019-11-01,0.0,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Median Days on Market Month-Over-Month in Charleston-North Charleston, SC (CBSA)",MEDDAYONMARMM16700,Monthly,Not Seasonally Adjusted
2019-12-01,4.7619048,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Median Days on Market Month-Over-Month in Charleston-North Charleston, SC (CBSA)",MEDDAYONMARMM16700,Monthly,Not Seasonally Adjusted
2020-01-01,6.25,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Median Days on Market Month-Over-Month in Charleston-North Charleston, SC (CBSA)",MEDDAYONMARMM16700,Monthly,Not Seasonally Adjusted
2020-02-01,-5.8823529,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Median Days on Market Month-Over-Month in Charleston-North Charleston, SC (CBSA)",MEDDAYONMARMM16700,Monthly,Not Seasonally Adjusted
2020-03-01,-27.8409091,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Median Days on Market Month-Over-Month in Charleston-North Charleston, SC (CBSA)",MEDDAYONMARMM16700,Monthly,Not Seasonally Adjusted
2020-04-01,6.2992126,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Median Days on Market Month-Over-Month in Charleston-North Charleston, SC (CBSA)",MEDDAYONMARMM16700,Monthly,Not Seasonally Adjusted
2020-05-01,15.5555556,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Median Days on Market Month-Over-Month in Charleston-North Charleston, SC (CBSA)",MEDDAYONMARMM16700,Monthly,Not Seasonally Adjusted
2020-06-01,6.4102564,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Median Days on Market Month-Over-Month in Charleston-North Charleston, SC (CBSA)",MEDDAYONMARMM16700,Monthly,Not Seasonally Adjusted
2020-07-01,-14.4578313,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Median Days on Market Month-Over-Month in Charleston-North Charleston, SC (CBSA)",MEDDAYONMARMM16700,Monthly,Not Seasonally Adjusted
2020-08-01,-8.4507042,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Median Days on Market Month-Over-Month in Charleston-North Charleston, SC (CBSA)",MEDDAYONMARMM16700,Monthly,Not Seasonally Adjusted
