date,Housing Inventory: Median Days on Market Year-Over-Year,state,msa,city,title,id,frequency,seasonal_adjustment
2018-07-01,-2.6666667,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Median Days on Market Year-Over-Year in Charleston-North Charleston, SC (CBSA)",MEDDAYONMARYY16700,Monthly,Not Seasonally Adjusted
2018-08-01,-3.1055901,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Median Days on Market Year-Over-Year in Charleston-North Charleston, SC (CBSA)",MEDDAYONMARYY16700,Monthly,Not Seasonally Adjusted
2018-09-01,-5.8823529,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Median Days on Market Year-Over-Year in Charleston-North Charleston, SC (CBSA)",MEDDAYONMARYY16700,Monthly,Not Seasonally Adjusted
2018-10-01,-4.7058824,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Median Days on Market Year-Over-Year in Charleston-North Charleston, SC (CBSA)",MEDDAYONMARYY16700,Monthly,Not Seasonally Adjusted
2018-11-01,0.5952381,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Median Days on Market Year-Over-Year in Charleston-North Charleston, SC (CBSA)",MEDDAYONMARYY16700,Monthly,Not Seasonally Adjusted
2018-12-01,1.1111111,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Median Days on Market Year-Over-Year in Charleston-North Charleston, SC (CBSA)",MEDDAYONMARYY16700,Monthly,Not Seasonally Adjusted
2019-01-01,-3.9800995,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Median Days on Market Year-Over-Year in Charleston-North Charleston, SC (CBSA)",MEDDAYONMARYY16700,Monthly,Not Seasonally Adjusted
2019-02-01,-3.125,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Median Days on Market Year-Over-Year in Charleston-North Charleston, SC (CBSA)",MEDDAYONMARYY16700,Monthly,Not Seasonally Adjusted
2019-03-01,3.125,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Median Days on Market Year-Over-Year in Charleston-North Charleston, SC (CBSA)",MEDDAYONMARYY16700,Monthly,Not Seasonally Adjusted
2019-04-01,0.0,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Median Days on Market Year-Over-Year in Charleston-North Charleston, SC (CBSA)",MEDDAYONMARYY16700,Monthly,Not Seasonally Adjusted
2019-05-01,2.238806,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Median Days on Market Year-Over-Year in Charleston-North Charleston, SC (CBSA)",MEDDAYONMARYY16700,Monthly,Not Seasonally Adjusted
2019-06-01,0.0,SC,"Charleston-North Charleston, SC",Charleston,"Housing Inventory: Median Days on Market Year-Over-Year in Charleston-North Charleston, SC (CBSA)",MEDDAYONMARYY16700,Monthly,Not Seasonally Adjusted
