date,Housing Inventory: Pending Listing Count Month-Over-Month,state,msa,city,title,id,frequency,seasonal_adjustment
2020-10-01,-4.56,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUMM19100,Monthly,Not Seasonally Adjusted
2020-11-01,-6.46,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUMM19100,Monthly,Not Seasonally Adjusted
2020-12-01,-10.01,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUMM19100,Monthly,Not Seasonally Adjusted
2021-01-01,-13.57,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUMM19100,Monthly,Not Seasonally Adjusted
2021-02-01,20.73,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUMM19100,Monthly,Not Seasonally Adjusted
2021-03-01,0.03,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUMM19100,Monthly,Not Seasonally Adjusted
2021-04-01,12.06,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUMM19100,Monthly,Not Seasonally Adjusted
2021-05-01,2.49,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUMM19100,Monthly,Not Seasonally Adjusted
2021-06-01,-1.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUMM19100,Monthly,Not Seasonally Adjusted
2021-07-01,-1.49,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUMM19100,Monthly,Not Seasonally Adjusted
2021-08-01,1.74,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUMM19100,Monthly,Not Seasonally Adjusted
2021-09-01,-1.69,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUMM19100,Monthly,Not Seasonally Adjusted
2021-10-01,-3.93,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUMM19100,Monthly,Not Seasonally Adjusted
2021-11-01,0.56,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Pending Listing Count Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",PENLISCOUMM19100,Monthly,Not Seasonally Adjusted
2017-07-01,15.56,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOUMM19820,Monthly,Not Seasonally Adjusted
2017-08-01,3.46,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOUMM19820,Monthly,Not Seasonally Adjusted
2017-09-01,-2.97,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOUMM19820,Monthly,Not Seasonally Adjusted
2017-10-01,-15.33,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOUMM19820,Monthly,Not Seasonally Adjusted
2017-11-01,-7.24,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOUMM19820,Monthly,Not Seasonally Adjusted
2017-12-01,-15.12,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOUMM19820,Monthly,Not Seasonally Adjusted
2018-01-01,-22.41,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOUMM19820,Monthly,Not Seasonally Adjusted
2018-02-01,15.56,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOUMM19820,Monthly,Not Seasonally Adjusted
2018-03-01,17.95,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOUMM19820,Monthly,Not Seasonally Adjusted
2018-04-01,16.85,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOUMM19820,Monthly,Not Seasonally Adjusted
2018-05-01,41.86,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOUMM19820,Monthly,Not Seasonally Adjusted
2018-06-01,8.2,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOUMM19820,Monthly,Not Seasonally Adjusted
2018-07-01,0.61,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOUMM19820,Monthly,Not Seasonally Adjusted
2018-08-01,0.3,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOUMM19820,Monthly,Not Seasonally Adjusted
2018-09-01,427.93,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOUMM19820,Monthly,Not Seasonally Adjusted
2018-10-01,-12.97,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOUMM19820,Monthly,Not Seasonally Adjusted
2018-11-01,-6.54,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOUMM19820,Monthly,Not Seasonally Adjusted
2018-12-01,-14.83,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOUMM19820,Monthly,Not Seasonally Adjusted
2019-01-01,-12.64,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOUMM19820,Monthly,Not Seasonally Adjusted
2019-02-01,14.85,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOUMM19820,Monthly,Not Seasonally Adjusted
2019-03-01,10.88,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOUMM19820,Monthly,Not Seasonally Adjusted
2019-04-01,12.62,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOUMM19820,Monthly,Not Seasonally Adjusted
2019-05-01,9.17,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOUMM19820,Monthly,Not Seasonally Adjusted
2019-06-01,1.56,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOUMM19820,Monthly,Not Seasonally Adjusted
2019-07-01,-0.71,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOUMM19820,Monthly,Not Seasonally Adjusted
2019-08-01,25.54,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOUMM19820,Monthly,Not Seasonally Adjusted
2019-09-01,6.54,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOUMM19820,Monthly,Not Seasonally Adjusted
2019-10-01,-34.22,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOUMM19820,Monthly,Not Seasonally Adjusted
2019-11-01,-6.7,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOUMM19820,Monthly,Not Seasonally Adjusted
2019-12-01,-22.84,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOUMM19820,Monthly,Not Seasonally Adjusted
2020-01-01,-7.24,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOUMM19820,Monthly,Not Seasonally Adjusted
2020-02-01,12.06,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOUMM19820,Monthly,Not Seasonally Adjusted
2020-03-01,34.99,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOUMM19820,Monthly,Not Seasonally Adjusted
2020-04-01,-21.84,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOUMM19820,Monthly,Not Seasonally Adjusted
2020-05-01,35.99,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOUMM19820,Monthly,Not Seasonally Adjusted
2020-06-01,75.93,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOUMM19820,Monthly,Not Seasonally Adjusted
2020-07-01,11.68,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOUMM19820,Monthly,Not Seasonally Adjusted
2020-08-01,1.96,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOUMM19820,Monthly,Not Seasonally Adjusted
2020-09-01,-1.86,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOUMM19820,Monthly,Not Seasonally Adjusted
2020-10-01,-6.73,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOUMM19820,Monthly,Not Seasonally Adjusted
2020-11-01,-16.05,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOUMM19820,Monthly,Not Seasonally Adjusted
2020-12-01,-17.07,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOUMM19820,Monthly,Not Seasonally Adjusted
2021-01-01,-14.41,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOUMM19820,Monthly,Not Seasonally Adjusted
2021-02-01,0.81,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOUMM19820,Monthly,Not Seasonally Adjusted
2021-03-01,3.89,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOUMM19820,Monthly,Not Seasonally Adjusted
2021-04-01,12.83,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOUMM19820,Monthly,Not Seasonally Adjusted
2021-05-01,6.98,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOUMM19820,Monthly,Not Seasonally Adjusted
2021-06-01,10.77,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOUMM19820,Monthly,Not Seasonally Adjusted
2021-07-01,-2.06,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOUMM19820,Monthly,Not Seasonally Adjusted
2021-08-01,3.78,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOUMM19820,Monthly,Not Seasonally Adjusted
2021-09-01,2.27,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOUMM19820,Monthly,Not Seasonally Adjusted
2021-10-01,-6.14,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOUMM19820,Monthly,Not Seasonally Adjusted
2021-11-01,-6.16,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Pending Listing Count Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",PENLISCOUMM19820,Monthly,Not Seasonally Adjusted
2017-07-01,-8.69,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count Month-Over-Month in Gainesville, GA (CBSA)",PENLISCOUMM23580,Monthly,Not Seasonally Adjusted
2017-08-01,3.08,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count Month-Over-Month in Gainesville, GA (CBSA)",PENLISCOUMM23580,Monthly,Not Seasonally Adjusted
2017-09-01,-4.99,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count Month-Over-Month in Gainesville, GA (CBSA)",PENLISCOUMM23580,Monthly,Not Seasonally Adjusted
2017-10-01,-7.87,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count Month-Over-Month in Gainesville, GA (CBSA)",PENLISCOUMM23580,Monthly,Not Seasonally Adjusted
2017-11-01,-6.84,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count Month-Over-Month in Gainesville, GA (CBSA)",PENLISCOUMM23580,Monthly,Not Seasonally Adjusted
2017-12-01,0.61,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count Month-Over-Month in Gainesville, GA (CBSA)",PENLISCOUMM23580,Monthly,Not Seasonally Adjusted
2018-01-01,-10.33,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count Month-Over-Month in Gainesville, GA (CBSA)",PENLISCOUMM23580,Monthly,Not Seasonally Adjusted
2018-02-01,9.15,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count Month-Over-Month in Gainesville, GA (CBSA)",PENLISCOUMM23580,Monthly,Not Seasonally Adjusted
2018-03-01,30.75,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count Month-Over-Month in Gainesville, GA (CBSA)",PENLISCOUMM23580,Monthly,Not Seasonally Adjusted
2018-04-01,95.01,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count Month-Over-Month in Gainesville, GA (CBSA)",PENLISCOUMM23580,Monthly,Not Seasonally Adjusted
2018-05-01,7.19,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count Month-Over-Month in Gainesville, GA (CBSA)",PENLISCOUMM23580,Monthly,Not Seasonally Adjusted
2018-06-01,-5.91,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count Month-Over-Month in Gainesville, GA (CBSA)",PENLISCOUMM23580,Monthly,Not Seasonally Adjusted
2018-07-01,-11.11,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count Month-Over-Month in Gainesville, GA (CBSA)",PENLISCOUMM23580,Monthly,Not Seasonally Adjusted
2018-08-01,-9.24,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count Month-Over-Month in Gainesville, GA (CBSA)",PENLISCOUMM23580,Monthly,Not Seasonally Adjusted
2018-09-01,0.15,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count Month-Over-Month in Gainesville, GA (CBSA)",PENLISCOUMM23580,Monthly,Not Seasonally Adjusted
2018-10-01,-11.96,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count Month-Over-Month in Gainesville, GA (CBSA)",PENLISCOUMM23580,Monthly,Not Seasonally Adjusted
2018-11-01,5.09,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count Month-Over-Month in Gainesville, GA (CBSA)",PENLISCOUMM23580,Monthly,Not Seasonally Adjusted
2018-12-01,-20.19,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count Month-Over-Month in Gainesville, GA (CBSA)",PENLISCOUMM23580,Monthly,Not Seasonally Adjusted
2019-01-01,3.64,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count Month-Over-Month in Gainesville, GA (CBSA)",PENLISCOUMM23580,Monthly,Not Seasonally Adjusted
2019-02-01,22.07,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count Month-Over-Month in Gainesville, GA (CBSA)",PENLISCOUMM23580,Monthly,Not Seasonally Adjusted
2019-03-01,20.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count Month-Over-Month in Gainesville, GA (CBSA)",PENLISCOUMM23580,Monthly,Not Seasonally Adjusted
2019-04-01,7.73,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count Month-Over-Month in Gainesville, GA (CBSA)",PENLISCOUMM23580,Monthly,Not Seasonally Adjusted
2019-05-01,7.43,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count Month-Over-Month in Gainesville, GA (CBSA)",PENLISCOUMM23580,Monthly,Not Seasonally Adjusted
2019-06-01,-2.76,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count Month-Over-Month in Gainesville, GA (CBSA)",PENLISCOUMM23580,Monthly,Not Seasonally Adjusted
2019-07-01,2.13,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count Month-Over-Month in Gainesville, GA (CBSA)",PENLISCOUMM23580,Monthly,Not Seasonally Adjusted
2019-08-01,-0.35,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count Month-Over-Month in Gainesville, GA (CBSA)",PENLISCOUMM23580,Monthly,Not Seasonally Adjusted
2019-09-01,-1.75,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count Month-Over-Month in Gainesville, GA (CBSA)",PENLISCOUMM23580,Monthly,Not Seasonally Adjusted
2019-10-01,-9.12,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count Month-Over-Month in Gainesville, GA (CBSA)",PENLISCOUMM23580,Monthly,Not Seasonally Adjusted
2019-11-01,-19.95,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count Month-Over-Month in Gainesville, GA (CBSA)",PENLISCOUMM23580,Monthly,Not Seasonally Adjusted
2019-12-01,-19.22,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count Month-Over-Month in Gainesville, GA (CBSA)",PENLISCOUMM23580,Monthly,Not Seasonally Adjusted
2020-01-01,-0.4,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count Month-Over-Month in Gainesville, GA (CBSA)",PENLISCOUMM23580,Monthly,Not Seasonally Adjusted
2020-02-01,43.93,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count Month-Over-Month in Gainesville, GA (CBSA)",PENLISCOUMM23580,Monthly,Not Seasonally Adjusted
2020-03-01,12.24,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count Month-Over-Month in Gainesville, GA (CBSA)",PENLISCOUMM23580,Monthly,Not Seasonally Adjusted
2020-04-01,-13.91,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count Month-Over-Month in Gainesville, GA (CBSA)",PENLISCOUMM23580,Monthly,Not Seasonally Adjusted
2020-05-01,17.32,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count Month-Over-Month in Gainesville, GA (CBSA)",PENLISCOUMM23580,Monthly,Not Seasonally Adjusted
2020-06-01,21.59,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count Month-Over-Month in Gainesville, GA (CBSA)",PENLISCOUMM23580,Monthly,Not Seasonally Adjusted
2020-07-01,-0.31,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count Month-Over-Month in Gainesville, GA (CBSA)",PENLISCOUMM23580,Monthly,Not Seasonally Adjusted
2020-08-01,4.91,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count Month-Over-Month in Gainesville, GA (CBSA)",PENLISCOUMM23580,Monthly,Not Seasonally Adjusted
2020-09-01,-0.59,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count Month-Over-Month in Gainesville, GA (CBSA)",PENLISCOUMM23580,Monthly,Not Seasonally Adjusted
2020-10-01,-1.28,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count Month-Over-Month in Gainesville, GA (CBSA)",PENLISCOUMM23580,Monthly,Not Seasonally Adjusted
2020-11-01,-2.09,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count Month-Over-Month in Gainesville, GA (CBSA)",PENLISCOUMM23580,Monthly,Not Seasonally Adjusted
2020-12-01,-12.18,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count Month-Over-Month in Gainesville, GA (CBSA)",PENLISCOUMM23580,Monthly,Not Seasonally Adjusted
2021-01-01,-12.02,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count Month-Over-Month in Gainesville, GA (CBSA)",PENLISCOUMM23580,Monthly,Not Seasonally Adjusted
2021-02-01,20.63,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count Month-Over-Month in Gainesville, GA (CBSA)",PENLISCOUMM23580,Monthly,Not Seasonally Adjusted
2021-03-01,-0.98,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count Month-Over-Month in Gainesville, GA (CBSA)",PENLISCOUMM23580,Monthly,Not Seasonally Adjusted
2021-04-01,-4.62,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count Month-Over-Month in Gainesville, GA (CBSA)",PENLISCOUMM23580,Monthly,Not Seasonally Adjusted
2021-05-01,-1.96,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count Month-Over-Month in Gainesville, GA (CBSA)",PENLISCOUMM23580,Monthly,Not Seasonally Adjusted
2021-06-01,-2.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count Month-Over-Month in Gainesville, GA (CBSA)",PENLISCOUMM23580,Monthly,Not Seasonally Adjusted
2021-07-01,7.08,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count Month-Over-Month in Gainesville, GA (CBSA)",PENLISCOUMM23580,Monthly,Not Seasonally Adjusted
2021-08-01,-6.05,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count Month-Over-Month in Gainesville, GA (CBSA)",PENLISCOUMM23580,Monthly,Not Seasonally Adjusted
2021-09-01,3.22,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count Month-Over-Month in Gainesville, GA (CBSA)",PENLISCOUMM23580,Monthly,Not Seasonally Adjusted
2021-10-01,-6.36,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count Month-Over-Month in Gainesville, GA (CBSA)",PENLISCOUMM23580,Monthly,Not Seasonally Adjusted
2021-11-01,-7.53,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Pending Listing Count Month-Over-Month in Gainesville, GA (CBSA)",PENLISCOUMM23580,Monthly,Not Seasonally Adjusted
2017-07-01,-4.69,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"Housing Inventory: Pending Listing Count Month-Over-Month in Houston-the Woodlands-Sugar Land, TX (CBSA)",PENLISCOUMM26420,Monthly,Not Seasonally Adjusted
2017-08-01,-4.46,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"Housing Inventory: Pending Listing Count Month-Over-Month in Houston-the Woodlands-Sugar Land, TX (CBSA)",PENLISCOUMM26420,Monthly,Not Seasonally Adjusted
2017-09-01,-7.32,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"Housing Inventory: Pending Listing Count Month-Over-Month in Houston-the Woodlands-Sugar Land, TX (CBSA)",PENLISCOUMM26420,Monthly,Not Seasonally Adjusted
2017-10-01,-0.79,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"Housing Inventory: Pending Listing Count Month-Over-Month in Houston-the Woodlands-Sugar Land, TX (CBSA)",PENLISCOUMM26420,Monthly,Not Seasonally Adjusted
